 Abastecimento de água - Brasil
Domicílios por Município e Ano
Período:1991, 2000, 2010
"250020 AGUIAR";1497;1372;1659
"250030 ALAGOA GRANDE";6332;7027;8012
"250040 ALAGOA NOVA";4712;4394;5434
"250050 ALAGOINHA";2323;2808;3686
"250053 ALCANTIL";-;1226;1565
"250057 ALGODAO DE JANDAIRA";-;505;673
"250060 ALHANDRA";2756;3836;5017
"250070 SAO JOAO DO RIO DO PEIXE";4574;4296;5367
"250073 AMPARO";-;451;636
"250077 APARECIDA";-;1472;2207
"250080 ARACAGI";4205;4443;5004
"250090 ARARA";2325;3126;3911
"250100 ARARUNA";3852;3985;5222
"250110 AREIA";5583;5817;6345
"250115 AREIA DE BARAUNAS";-;396;488
"250120 AREIAL";1311;1450;1951
"250130 AROEIRAS";6357;4801;5421
"250135 ASSUNCAO";-;692;1042
"250140 BAIA DA TRAICAO";1088;1401;2096
"250150 BANANEIRAS";4769;5013;5930
"250153 BARAUNA";-;826;1300
"250157 BARRA DE SANTANA";-;2055;2421
"250160 BARRA DE SANTA ROSA";3681;3273;4191
"250170 BARRA DE SAO MIGUEL";1197;1325;1633
"250180 BAYEUX";16717;21270;27934
"250190 BELEM";3570;4352;5150
"250200 BELEM DO BREJO DO CRUZ";1601;1653;1966
"250205 BERNARDINO BATISTA";-;537;799
"250210 BOA VENTURA";1162;1420;1492
"250215 BOA VISTA";-;1195;1730
"250220 BOM JESUS";353;511;699
"250230 BOM SUCESSO";1402;1395;1513
"250240 BONITO DE SANTA FE";1784;2111;2801
"250250 BOQUEIRAO";7280;3896;4853
"250260 IGARACY";1153;1537;1730
"250270 BORBOREMA";903;1153;1395
"250280 BREJO DO CRUZ";2761;2786;3629
"250290 BREJO DOS SANTOS";1349;1537;1826
"250300 CAAPORA";3080;4168;5443
"250310 CABACEIRAS";1359;1076;1508
"250320 CABEDELO";6238;10865;17110
"250330 CACHOEIRA DOS INDIOS";1575;1851;2597
"250340 CACIMBA DE AREIA";613;843;1031
"250350 CACIMBA DE DENTRO";3689;4061;4602
"250355 CACIMBAS";-;1596;1808
"250360 CAICARA";2310;1770;2100
"250370 CAJAZEIRAS";11928;14177;17279
"250375 CAJAZEIRINHAS";-;648;824
"250380 CALDAS BRANDAO";1061;1363;1703
"250390 CAMALAU";1376;1509;1857
"250400 CAMPINA GRANDE";73138;89881;111852
"250403 CAPIM";-;1007;1461
"250407 CARAUBAS";-;899;1191
"250410 CARRAPATEIRA";352;477;590
"250415 CASSERENGUE";-;1576;1947
"250420 CATINGUEIRA";1009;1022;1307
"250430 CATOLE DO ROCHA";5293;6576;8227
"250435 CATURITE";-;1037;1329
"250440 CONCEICAO";4726;4295;5112
"250450 CONDADO";1458;1507;1891
"250460 CONDE";2115;3859;5781
"250470 CONGO";1031;1233;1478
"250480 COREMAS";3148;3673;4351
"250485 COXIXOLA";-;404;588
"250490 CRUZ DO ESPIRITO SANTO";2416;3167;4201
"250500 CUBATI";1413;1630;2027
"250510 CUITE";5185;5091;5869
"250520 CUITEGI";1471;1716;1898
"250523 CUITE DE MAMANGUAPE";-;1476;1729
"250527 CURRAL DE CIMA";-;1276;1465
"250530 CURRAL VELHO";455;519;648
"250535 DAMIAO";-;856;1376
"250540 DESTERRO";2852;1851;2312
"250550 VISTA SERRANA";563;681;916
"250560 DIAMANTE";1433;1557;1764
"250570 DONA INES";2089;2410;2956
"250580 DUAS ESTRADAS";1728;1037;1074
"250590 EMAS";551;649;819
"250600 ESPERANCA";6134;7203;9097
"250610 FAGUNDES";2773;2869;3248
"250620 FREI MARTINHO";635;783;960
"250625 GADO BRAVO";-;1883;2229
"250630 GUARABIRA";10991;13155;16252
"250640 GURINHEM";2719;3131;3870
"250650 GURJAO";1293;713;942
"250660 IBIARA";1390;1585;1762
"250670 IMACULADA";1987;2549;2906
"250680 INGA";4805;4347;5230
"250690 ITABAIANA";6244;6666;7465
"250700 ITAPORANGA";4152;5017;6424
"250710 ITAPOROROCA";2824;3537;4791
"250720 ITATUBA";1999;2278;2835
"250730 JACARAU";4151;3557;4055
"250740 JERICO";1963;1751;2107
"250750 JOAO PESSOA";109956;151865;213256
"250760 JUAREZ TAVORA";1620;1861;2187
"250770 JUAZEIRINHO";3465;3345;4481
"250780 JUNCO DO SERIDO";1155;1380;1895
"250790 JURIPIRANGA";2202;2442;2904
"250800 JURU";2084;2304;2715
"250810 LAGOA";1157;1135;1315
"250820 LAGOA DE DENTRO";1723;1858;2169
"250830 LAGOA SECA";4487;5736;7180
"250840 LASTRO";608;681;725
"250850 LIVRAMENTO";1497;1819;2043
"250855 LOGRADOURO";-;807;1104
"250860 LUCENA";1637;2251;3102
"250870 MAE D'AGUA";940;836;1177
"250880 MALTA";1315;1417;1640
"250890 MAMANGUAPE";10836;9284;11559
"250900 MANAIRA";2292;2346;2929
"250905 MARCACAO";-;1389;2040
"250910 MARI";4828;5350;6322
"250915 MARIZOPOLIS";-;1403;1754
"250920 MASSARANDUBA";2644;3008;3772
"250930 MATARACA";1002;1233;1956
"250933 MATINHAS";-;935;1136
"250937 MATO GROSSO";-;550;719
"250939 MATUREIA";-;1172;1674
"250940 MOGEIRO";2739;3034;3617
"250950 MONTADAS";764;957;1445
"250960 MONTE HOREBE";866;1041;1307
"250970 MONTEIRO";6641;7680;9760
"250980 MULUNGU";2454;2362;2746
"250990 NATUBA";2315;2368;2849
"251000 NAZAREZINHO";1531;1774;2110
"251010 NOVA FLORESTA";1730;2395;3165
"251020 NOVA OLINDA";1188;1432;1676
"251030 NOVA PALMEIRA";734;887;1310
"251040 OLHO D'AGUA";1708;1728;1858
"251050 OLIVEDOS";723;809;1059
"251060 OURO VELHO";676;762;941
"251065 PARARI";-;357;402
"251070 PASSAGEM";762;504;672
"251080 PATOS";17599;22983;28869
"251090 PAULISTA";2223;2624;3294
"251100 PEDRA BRANCA";659;797;992
"251110 PEDRA LAVRADA";1440;1667;2239
"251120 PEDRAS DE FOGO";5519;5928;7384
"251130 PIANCO";3494;3825;4616
"251140 PICUI";4431;4543;5436
"251150 PILAR";2964;2487;3176
"251160 PILOES";1434;1567;1716
"251170 PILOEZINHOS";1097;1228;1425
"251180 PIRPIRITUBA";2431;2585;2940
"251190 PITIMBU";2010;3302;4700
"251200 POCINHOS";3105;3669;4778
"251203 POCO DANTAS";-;825;991
"251207 POCO DE JOSE DE MOURA";-;879;1187
"251210 POMBAL";8574;7973;9278
"251220 PRATA";816;946;1147
"251230 PRINCESA ISABEL";4502;4358;6016
"251240 PUXINANA";2430;2896;3675
"251250 QUEIMADAS";7123;9126;11998
"251260 QUIXABA";325;318;430
"251270 REMIGIO";3740;3713;5001
"251272 PEDRO REGIS";-;1273;1724
"251274 RIACHAO";-;665;930
"251275 RIACHAO DO BACAMARTE";-;1017;1279
"251276 RIACHAO DO POCO";-;886;1170
"251278 RIACHO DE SANTO ANTONIO";-;303;473
"251280 RIACHO DOS CAVALOS";1863;1831;2225
"251290 RIO TINTO";5932;5545;6625
"251300 SALGADINHO";555;651;957
"251310 SALGADO DE SAO FELIX";2848;3110;3532
"251315 SANTA CECILIA";-;1497;1808
"251320 SANTA CRUZ";1530;1591;1894
"251330 SANTA HELENA";1315;1551;1664
"251335 SANTA INES";-;785;922
"251340 SANTA LUZIA";2892;3597;4353
"251350 SANTANA DE MANGUEIRA";1242;1234;1410
"251360 SANTANA DOS GARROTES";1657;1836;2003
"251365 JOCA CLAUDINO";-;609;750
"251370 SANTA RITA";20233;28251;33546
"251380 SANTA TERESINHA";929;1027;1264
"251385 SANTO ANDRE";-;719;794
"251390 SAO BENTO";4357;6145;8447
"251392 SAO BENTINHO";-;904;1199
"251394 SAO DOMINGOS DO CARIRI";-;553;717
"251396 SAO DOMINGOS";-;604;825
"251398 SAO FRANCISCO";-;884;1004
"251400 SAO JOAO DO CARIRI";1828;1241;1316
"251410 SAO JOAO DO TIGRE";1010;1222;1445
"251420 SAO JOSE DA LAGOA TAPADA";1611;1758;2221
"251430 SAO JOSE DE CAIANA";958;1199;1460
"251440 SAO JOSE DE ESPINHARAS";1154;1147;1298
"251445 SAO JOSE DOS RAMOS";-;1132;1530
"251450 SAO JOSE DE PIRANHAS";3729;4352;5369
"251455 SAO JOSE DE PRINCESA";-;1085;1098
"251460 SAO JOSE DO BONFIM";578;689;881
"251465 SAO JOSE DO BREJO DO CRUZ";-;313;422
"251470 SAO JOSE DO SABUGI";839;950;1134
"251480 SAO JOSE DOS CORDEIROS";1405;1097;1257
"251490 SAO MAMEDE";1825;2025;2346
"251500 SAO MIGUEL DE TAIPU";858;1398;1773
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";1906;2413;3125
"251520 SAO SEBASTIAO DO UMBUZEIRO";1112;828;1044
"251530 SAPE";12532;11484;14025
"251540 SAO VICENTE DO SERIDO";1520;1934;2622
"251550 SERRA BRANCA";3328;3388;4098
"251560 SERRA DA RAIZ";825;837;896
"251570 SERRA GRANDE";537;640;861
"251580 SERRA REDONDA";1738;2014;2193
"251590 SERRARIA";2025;1540;1704
"251593 SERTAOZINHO";-;915;1285
"251597 SOBRADO";-;1643;2031
"251600 SOLANEA";7216;7502;7672
"251610 SOLEDADE";2415;2962;3939
"251615 SOSSEGO";-;650;919
"251620 SOUSA";16545;15365;18742
"251630 SUME";4019;4207;5316
"251640 TACIMA";2324;2348;2586
"251650 TAPEROA";3255;3282;4247
"251660 TAVARES";2792;3070;3796
"251670 TEIXEIRA";3700;2911;4003
"251675 TENORIO";-;560;763
"251680 TRIUNFO";2151;2144;2554
"251690 UIRAUNA";4174;3421;4252
"251700 UMBUZEIRO";3412;2133;2611
"251710 VARZEA";481;549;796
"251720 VIEIROPOLIS";-;1132;1416
"251740 ZABELE";-;508;671
"260005 ABREU E LIMA";17198;22622;28138
"260010 AFOGADOS DA INGAZEIRA";6924;8666;10876
"260020 AFRANIO";2720;3371;4730
"260030 AGRESTINA";4264;5284;6871
"260040 AGUA PRETA";7650;6169;7730
"260050 AGUAS BELAS";8589;8720;10814
"260060 ALAGOINHA";2594;3315;4107
"260070 ALIANCA";7524;8199;10291
"260080 ALTINHO";5895;6122;7050
"260090 AMARAJI";4176;5007;6175
"260100 ANGELIM";2004;2280;2998
"260105 ARACOIABA";-;3396;4823
"260110 ARARIPINA";12354;16294;20609
"260120 ARCOVERDE";12737;16024;20150
"260130 BARRA DE GUABIRABA";2299;2645;3353
"260140 BARREIROS";7723;8734;10440
"260150 BELEM DE MARIA";2623;2667;3034
"260160 BELEM DE SAO FRANCISCO";4453;4325;5021
"260170 BELO JARDIM";14570;18319;22192
"260180 BETANIA";2353;2642;3310
"260190 BEZERROS";13277;16292;19286
"260200 BODOCO";5598;6803;8913
"260210 BOM CONSELHO";9276;10291;12649
"260220 BOM JARDIM";7919;8948;10922
"260230 BONITO";7985;9257;10807
"260240 BREJAO";1941;2127;2434
"260250 BREJINHO";1582;1788;2131
"260260 BREJO DA MADRE DE DEUS";7313;9654;13255
"260270 BUENOS AIRES";2507;2725;3567
"260280 BUIQUE";7821;9701;13121
"260290 CABO DE SANTO AGOSTINHO";27159;37019;53402
"260300 CABROBO";4901;6137;8175
"260310 CACHOEIRINHA";3865;4693;5870
"260320 CAETES";4374;5439;6990
"260330 CALCADO";2127;2853;3119
"260340 CALUMBI";1473;1778;1649
"260345 CAMARAGIBE";21656;32287;42262
"260350 CAMOCIM DE SAO FELIX";3385;3965;5205
"260360 CAMUTANGA";1594;1829;2264
"260370 CANHOTINHO";5502;6056;6633
"260380 CAPOEIRAS";4168;4422;5127
"260390 CARNAIBA";5491;4404;5380
"260392 CARNAUBEIRA DA PENHA";-;2038;2615
"260400 CARPINA";14216;15544;21438
"260410 CARUARU";51286;68225;96304
"260415 CASINHAS";-;3084;3640
"260420 CATENDE";6924;7502;9975
"260430 CEDRO";1723;2060;2756
"260440 CHA DE ALEGRIA";2224;2511;3463
"260450 CHA GRANDE";3492;4635;5914
"260460 CONDADO";3985;5191;6743
"260470 CORRENTES";3660;4019;4348
"260480 CORTES";2584;2883;3324
"260490 CUMARU";3890;6167;5086
"260500 CUPIRA";5577;6165;7218
"260510 CUSTODIA";6516;7705;10130
"260515 DORMENTES";-;3264;4652
"260520 ESCADA";12065;13665;18124
"260530 EXU";6129;7039;8180
"260540 FEIRA NOVA";4180;4760;6229
"260545 FERNANDO DE NORONHA";302;467;585
"260550 FERREIROS";2241;2433;3106
"260560 FLORES";5013;5456;6723
"260570 FLORESTA";6318;5308;7207
"260580 FREI MIGUELINHO";3466;3621;4485
"260590 GAMELEIRA";4128;5152;6920
"260600 GARANHUNS";23432;29622;37368
"260610 GLORIA DO GOITA";5682;6497;8259
"260620 GOIANA";13777;17105;21480
"260630 GRANITO";1129;1310;1782
"260640 GRAVATA";14652;17903;23383
"260650 IATI";3796;3895;4790
"260660 IBIMIRIM";5577;5480;7007
"260670 IBIRAJUBA";1790;1934;2292
"260680 IGARASSU";16746;19907;29677
"260690 IGUARACY";2525;2927;3621
"260700 INAJA";4883;2895;4161
"260710 INGAZEIRA";956;1127;1290
"260720 IPOJUCA";9392;13414;22016
"260730 IPUBI";4174;5081;7217
"260740 ITACURUBA";647;827;1142
"260750 ITAIBA";5862;6065;7016
"260760 ILHA DE ITAMARACA";2237;3642;5402
"260765 ITAMBE";6914;7892;9457
"260770 ITAPETIM";3754;4000;4473
"260775 ITAPISSUMA";3534;4754;6464
"260780 ITAQUITINGA";2877;3377;4310
"260790 JABOATAO DOS GUARARAPES";111666;150358;197047
"260795 JAQUEIRA";-;2496;2927
"260800 JATAUBA";3501;3784;4641
"260805 JATOBA";-;3047;3831
"260810 JOAO ALFREDO";6239;6945;9270
"260820 JOAQUIM NABUCO";3194;3579;4174
"260825 JUCATI";-;2349;2989
"260830 JUPI";4609;3074;3973
"260840 JUREMA";2978;3482;4163
"260845 LAGOA DO CARRO";-;3141;4615
"260850 LAGOA DE ITAENGA";3462;4467;5820
"260860 LAGOA DO OURO";2433;2674;3400
"260870 LAGOA DOS GATOS";4066;4155;4667
"260875 LAGOA GRANDE";-;4108;6062
"260880 LAJEDO";7181;8406;11002
"260890 LIMOEIRO";12459;14391;16402
"260900 MACAPARANA";4519;5262;6666
"260910 MACHADOS";1949;2361;3590
"260915 MANARI";-;2795;4145
"260920 MARAIAL";4479;3012;3067
"260930 MIRANDIBA";2501;2808;3586
"260940 MORENO";8738;12133;16453
"260950 NAZARE DA MATA";5716;6975;8671
"260960 OLINDA";77047;94032;113238
"260970 OROBO";4370;5187;6351
"260980 OROCO";2032;2244;3386
"260990 OURICURI";14644;12536;16553
"261000 PALMARES";12516;13220;15396
"261010 PALMEIRINA";1950;2295;2332
"261020 PANELAS";5936;6133;7277
"261030 PARANATAMA";2544;2537;3120
"261040 PARNAMIRIM";3589;4155;5070
"261050 PASSIRA";6371;7241;8621
"261060 PAUDALHO";8061;10699;14176
"261070 PAULISTA";48955;67818;90635
"261080 PEDRA";4189;4813;5895
"261090 PESQUEIRA";13467;15015;18414
"261100 PETROLANDIA";6780;6081;8572
"261110 PETROLINA";35567;50596;80338
"261120 POCAO";2442;3062;3368
"261130 POMBOS";4735;5844;7213
"261140 PRIMAVERA";2355;2729;3674
"261150 QUIPAPA";4502;4943;6264
"261153 QUIXABA";-;1566;1804
"261160 RECIFE";305901;376022;470754
"261170 RIACHO DAS ALMAS";4384;4918;6011
"261180 RIBEIRAO";8363;9623;11942
"261190 RIO FORMOSO";6783;4362;5479
"261200 SAIRE";2748;3577;3557
"261210 SALGADINHO";1265;1609;2278
"261220 SALGUEIRO";9541;11824;15028
"261230 SALOA";3478;3855;4494
"261240 SANHARO";3483;4203;5984
"261245 SANTA CRUZ";-;2520;3607
"261247 SANTA CRUZ DA BAIXA VERDE";-;2668;3335
"261250 SANTA CRUZ DO CAPIBARIBE";8712;15597;25933
"261255 SANTA FILOMENA";-;2618;3604
"261260 SANTA MARIA DA BOA VISTA";8269;7296;9795
"261270 SANTA MARIA DO CAMBUCA";2604;2974;3781
"261280 SANTA TEREZINHA";2019;2330;3016
"261290 SAO BENEDITO DO SUL";2166;2439;3177
"261300 SAO BENTO DO UNA";9345;10917;14659
"261310 SAO CAITANO";7016;8801;10660
"261320 SAO JOAO";4063;4682;5809
"261330 SAO JOAQUIM DO MONTE";4200;5149;6189
"261340 SAO JOSE DA COROA GRANDE";2324;3061;4895
"261350 SAO JOSE DO BELMONTE";6182;7102;8808
"261360 SAO JOSE DO EGITO";6905;8068;10041
"261370 SAO LOURENCO DA MATA";18103;22253;30317
"261380 SAO VICENTE FERRER";3033;3701;4642
"261390 SERRA TALHADA";15732;17722;23026
"261400 SERRITA";3466;3636;4415
"261410 SERTANIA";7167;8065;9717
"261420 SIRINHAEM";6379;6749;10011
"261430 MOREILANDIA";2352;2551;2942
"261440 SOLIDAO";1172;1245;1545
"261450 SURUBIM";14751;12945;17513
"261460 TABIRA";5115;6181;7952
"261470 TACAIMBO";2749;3316;3908
"261480 TACARATU";3572;3813;5690
"261485 TAMANDARE";-;3879;5343
"261500 TAQUARITINGA DO NORTE";4150;5288;7383
"261510 TEREZINHA";1468;1503;1842
"261520 TERRA NOVA";1305;1652;2421
"261530 TIMBAUBA";12092;13379;15164
"261540 TORITAMA";3418;5491;10185
"261550 TRACUNHAEM";2319;2697;3648
"261560 TRINDADE";3943;5042;6894
"261570 TRIUNFO";6033;3733;4341
"261580 TUPANATINGA";3922;4581;6154
"261590 TUPARETAMA";1731;2116;2587
"261600 VENTUROSA";2688;3247;4512
"261610 VERDEJANTE";1666;2005;2416
"261618 VERTENTE DO LERIO";-;2067;2310
"261620 VERTENTES";3364;3796;5479
"261630 VICENCIA";5743;6471;8064
"261640 VITORIA DE SANTO ANTAO";23937;30010;39446
"261650 XEXEU";-;3047;3666
"270010 AGUA BRANCA";5184;3903;4725
"270020 ANADIA";3387;4059;4666
"270030 ARAPIRACA";34740;43818;58258
"270040 ATALAIA";7675;8470;10903
"270050 BARRA DE SANTO ANTONIO";2954;2326;3485
"270060 BARRA DE SAO MIGUEL";957;1400;1988
"270070 BATALHA";2737;3248;4335
"270080 BELEM";1297;1354;1303
"270090 BELO MONTE";1362;1461;1809
"270100 BOCA DA MATA";4202;5147;6610
"270110 BRANQUINHA";1722;2180;2478
"270120 CACIMBINHAS";2720;2285;2879
"270130 CAJUEIRO";3739;4078;4849
"270135 CAMPESTRE";-;1336;1668
"270140 CAMPO ALEGRE";6124;8127;10919
"270150 CAMPO GRANDE";1831;2022;2366
"270160 CANAPI";3754;3842;4465
"270170 CAPELA";3804;3868;4150
"270180 CARNEIROS";1154;1435;2042
"270190 CHA PRETA";1578;1648;1865
"270200 COITE DO NOIA";2028;2599;2983
"270210 COLONIA LEOPOLDINA";3409;4053;5268
"270220 COQUEIRO SECO";1025;1205;1518
"270230 CORURIPE";9466;10514;13416
"270235 CRAIBAS";3643;4560;5863
"270240 DELMIRO GOUVEIA";8917;10391;13185
"270250 DOIS RIACHOS";2125;2594;2946
"270255 ESTRELA DE ALAGOAS";-;3891;4995
"270260 FEIRA GRANDE";3888;4709;5685
"270270 FELIZ DESERTO";774;885;1202
"270280 FLEXEIRAS";2403;2499;3183
"270290 GIRAU DO PONCIANO";5625;6237;8981
"270300 IBATEGUARA";3227;3311;4142
"270310 IGACI";5407;5869;7096
"270320 IGREJA NOVA";4229;4843;6272
"270330 INHAPI";3143;3838;4409
"270340 JACARE DOS HOMENS";962;1185;1383
"270350 JACUIPE";1667;1647;1688
"270360 JAPARATINGA";1441;1492;1993
"270370 JARAMATAIA";838;1220;1392
"270375 JEQUIA DA PRAIA";-;-;2923
"270380 JOAQUIM GOMES";4792;4399;5515
"270390 JUNDIA";2705;1035;1124
"270400 JUNQUEIRO";4526;5331;6358
"270410 LAGOA DA CANOA";3339;4323;4788
"270420 LIMOEIRO DE ANADIA";3953;5115;6783
"270430 MACEIO";140407;199734;274059
"270440 MAJOR ISIDORO";3743;4148;5124
"270450 MARAGOGI";3318;4547;7356
"270460 MARAVILHA";2162;2620;2676
"270470 MARECHAL DEODORO";4958;7965;12163
"270480 MARIBONDO";3212;3562;3821
"270490 MAR VERMELHO";827;985;1038
"270500 MATA GRANDE";5330;5455;6260
"270510 MATRIZ DE CAMARAGIBE";4161;5022;5900
"270520 MESSIAS";2072;2504;3877
"270530 MINADOR DO NEGRAO";1633;1215;1469
"270540 MONTEIROPOLIS";1207;1523;1696
"270550 MURICI";5759;5224;6114
"270560 NOVO LINO";2882;2264;3226
"270570 OLHO D'AGUA DAS FLORES";3327;4493;5477
"270580 OLHO D'AGUA DO CASADO";1237;1501;2122
"270590 OLHO D'AGUA GRANDE";887;1038;1299
"270600 OLIVENCA";2059;2254;2898
"270610 OURO BRANCO";1882;2234;2951
"270620 PALESTINA";753;923;1272
"270630 PALMEIRA DOS INDIOS";17043;17088;20429
"270640 PAO DE ACUCAR";4367;5219;6076
"270642 PARICONHA";-;2250;2596
"270644 PARIPUEIRA";-;1755;2830
"270650 PASSO DE CAMARAGIBE";2784;2906;3728
"270660 PAULO JACINTO";1607;1810;2112
"270670 PENEDO";10971;12969;16362
"270680 PIACABUCU";3872;3943;4649
"270690 PILAR";5823;6849;8821
"270700 PINDOBA";834;689;754
"270710 PIRANHAS";2864;4376;5750
"270720 POCO DAS TRINCHEIRAS";2274;2810;3329
"270730 PORTO CALVO";4726;5155;6466
"270740 PORTO DE PEDRAS";2068;2153;2227
"270750 PORTO REAL DO COLEGIO";3722;4231;5092
"270760 QUEBRANGULO";2440;2766;3011
"270770 RIO LARGO";11214;14835;18444
"270780 ROTEIRO";1395;1486;1652
"270790 SANTA LUZIA DO NORTE";1132;1356;1874
"270800 SANTANA DO IPANEMA";7788;9639;11974
"270810 SANTANA DO MUNDAU";2556;2613;2809
"270820 SAO BRAS";1364;1511;1823
"270830 SAO JOSE DA LAJE";4889;4795;5913
"270840 SAO JOSE DA TAPERA";5529;5690;7124
"270850 SAO LUIS DO QUITUNDE";5903;6020;7728
"270860 SAO MIGUEL DOS CAMPOS";9905;10942;14022
"270870 SAO MIGUEL DOS MILAGRES";1086;1335;1954
"270880 SAO SEBASTIAO";4894;6561;8468
"270890 SATUBA";1776;2869;3823
"270895 SENADOR RUI PALMEIRA";1880;2515;3039
"270900 TANQUE D'ARCA";1585;1573;1760
"270910 TAQUARANA";3423;3867;5316
"270915 TEOTONIO VILELA";5699;7607;10324
"270920 TRAIPU";4478;4953;6336
"270930 UNIAO DOS PALMARES";11946;13294;15930
"270940 VICOSA";5076;5972;6687
"280010 AMPARO DE SAO FRANCISCO";436;537;682
"280020 AQUIDABA";3866;4724;5983
"280030 ARACAJU";90168;116689;169493
"280040 ARAUA";2099;2156;2961
"280050 AREIA BRANCA";2119;3433;4598
"280060 BARRA DOS COQUEIROS";2848;4360;6846
"280067 BOQUIM";4815;5737;7221
"280070 BREJO GRANDE";1554;1613;2026
"280100 CAMPO DO BRITO";3294;4165;5186
"280110 CANHOBA";814;885;1044
"280120 CANINDE DE SAO FRANCISCO";2304;3868;6258
"280130 CAPELA";5482;6324;8382
"280140 CARIRA";3623;4674;5914
"280150 CARMOPOLIS";1454;2290;3742
"280160 CEDRO DE SAO JOAO";1193;1416;1691
"280170 CRISTINAPOLIS";2197;3134;4289
"280190 CUMBE";772;908;1168
"280200 DIVINA PASTORA";572;764;1189
"280210 ESTANCIA";11889;14260;18209
"280220 FEIRA NOVA";945;1224;1488
"280230 FREI PAULO";2370;3014;3963
"280240 GARARU";2117;2646;3215
"280250 GENERAL MAYNARD";504;626;882
"280260 GRACHO CARDOSO";1123;1380;1690
"280270 ILHA DAS FLORES";1576;1860;2193
"280280 INDIAROBA";2324;2801;3964
"280290 ITABAIANA";15237;19996;26003
"280300 ITABAIANINHA";6477;8020;10432
"280310 ITABI";1177;1388;1566
"280320 ITAPORANGA D'AJUDA";4113;5779;8272
"280330 JAPARATUBA";2865;3504;4618
"280340 JAPOATA";2260;2942;3636
"280350 LAGARTO";16388;20805;27614
"280360 LARANJEIRAS";3838;5380;6910
"280370 MACAMBIRA";1199;1511;1943
"280380 MALHADA DOS BOIS";550;765;929
"280390 MALHADOR";2210;2854;3557
"280400 MARUIM";3065;3602;4438
"280410 MOITA BONITA";2180;2786;3472
"280420 MONTE ALEGRE DE SERGIPE";1986;2685;3628
"280430 MURIBECA";1433;1656;2079
"280440 NEOPOLIS";4498;4295;5094
"280445 NOSSA SENHORA APARECIDA";1821;2113;2592
"280450 NOSSA SENHORA DA GLORIA";5077;6476;9226
"280460 NOSSA SENHORA DAS DORES";4484;5573;7273
"280470 NOSSA SENHORA DE LOURDES";1014;1456;1769
"280480 NOSSA SENHORA DO SOCORRO";14731;32651;45322
"280490 PACATUBA";2444;2576;3529
"280500 PEDRA MOLE";502;680;870
"280510 PEDRINHAS";1518;1820;2394
"280520 PINHAO";1017;1335;1754
"280530 PIRAMBU";1047;1683;2218
"280540 POCO REDONDO";4094;5487;7807
"280550 POCO VERDE";3889;5063;6561
"280560 PORTO DA FOLHA";4947;5825;7393
"280570 PROPRIA";5782;6742;8064
"280580 RIACHAO DO DANTAS";3590;4324;5033
"280590 RIACHUELO";1483;1894;2418
"280600 RIBEIROPOLIS";3351;4083;5352
"280610 ROSARIO DO CATETE";1203;1705;2597
"280620 SALGADO";3456;4439;5518
"280630 SANTA LUZIA DO ITANHY";1982;2999;3301
"280640 SANTANA DO SAO FRANCISCO";-;1341;1852
"280650 SANTA ROSA DE LIMA";762;879;1036
"280660 SANTO AMARO DAS BROTAS";2159;2531;3166
"280670 SAO CRISTOVAO";10508;15830;22379
"280680 SAO DOMINGOS";1721;2406;3109
"280690 SAO FRANCISCO";512;670;1018
"280700 SAO MIGUEL DO ALEIXO";704;866;1050
"280710 SIMAO DIAS";7498;9442;11419
"280720 SIRIRI";1348;1643;2276
"280730 TELHA";488;616;837
"280740 TOBIAS BARRETO";8412;10809;14039
"280750 TOMAR DO GERU";2282;2865;3553
"280760 UMBAUBA";3055;4457;6122
"290010 ABAIRA";2023;2290;2574
"290020 ABARE";2188;2928;4314
"290030 ACAJUTIBA";2865;3417;4103
"290035 ADUSTINA";2901;3412;4522
"290040 AGUA FRIA";2921;3440;4585
"290050 ERICO CARDOSO";1436;2621;2656
"290060 AIQUARA";1367;1276;1359
"290070 ALAGOINHAS";24904;31653;41637
"290080 ALCOBACA";3132;4862;5988
"290090 ALMADINA";1980;1964;1961
"290100 AMARGOSA";6524;8081;10382
"290110 AMELIA RODRIGUES";4772;5763;7153
"290115 AMERICA DOURADA";3068;3593;4325
"290120 ANAGE";7320;6819;7239
"290130 ANDARAI";2853;3117;3747
"290135 ANDORINHA";3533;4111;4621
"290140 ANGICAL";3135;3332;3792
"290150 ANGUERA";1636;1933;2521
"290160 ANTAS";3867;3438;4624
"290170 ANTONIO CARDOSO";2226;2384;2890
"290180 ANTONIO GONCALVES";2658;2282;3084
"290190 APORA";3657;4216;5172
"290195 APUAREMA";1531;1690;2115
"290200 ARACATU";2773;3275;3650
"290205 ARACAS";1842;2431;3121
"290210 ARACI";8795;10371;13612
"290220 ARAMARI";1579;2139;2675
"290225 ARATACA";2931;2943;3029
"290230 ARATUIPE";1660;1894;2417
"290240 AURELINO LEAL";3532;3739;3923
"290250 BAIANOPOLIS";2634;2751;3822
"290260 BAIXA GRANDE";4301;4785;5716
"290265 BANZAE";2468;2655;3035
"290270 BARRA";7279;8610;11471
"290280 BARRA DA ESTIVA";3425;5372;5617
"290290 BARRA DO CHOCA";5000;8208;9207
"290300 BARRA DO MENDES";3116;3364;4113
"290310 BARRA DO ROCHA";1958;1845;1798
"290320 BARREIRAS";18161;31464;38577
"290323 BARRO ALTO";2633;2969;3977
"290327 BARROCAS";-;-;3871
"290330 BARRO PRETO";1900;2037;1953
